395.21,326.62,188.29000000000002,105.68
393.99,327.74,188.28999999999996,105.67000000000002
392.77,328.85,188.28999999999996,105.67999999999995
391.55,329.96,188.29000000000002,105.68
390.33,331.07,188.3,105.68
389.11,332.19,188.29999999999995,105.67000000000002
387.89,333.3,188.30000000000007,105.68
386.68,334.41,188.29000000000002,105.67999999999995
385.46,335.52,188.29000000000002,105.68
384.24,336.64,188.28999999999996,105.67000000000002
383.02,337.75,188.30000000000007,105.68
381.8,338.86,188.3,105.68
380.58,339.97,188.3,105.67999999999995
379.36,341.09,188.29999999999995,105.67000000000002
378.15,342.2,188.29000000000008,105.68
376.93,343.31,188.29000000000002,105.68
376.79,344.01,188.29000000000002,105.68
376.65,344.71,188.29000000000008,105.68
376.51,345.42,188.28999999999996,105.66999999999996
376.37,346.12,188.28999999999996,105.67000000000002
376.23,346.82,188.28999999999996,105.68
376.09,347.52,188.29000000000002,105.68
375.95,348.22,188.29000000000002,105.67999999999995
375.81,348.92,188.29000000000002,105.68
375.67,349.62,188.29000000000002,105.68
375.52,350.32,188.30000000000007,105.68
375.38,351.03,188.29999999999995,105.67000000000002
375.24,351.73,188.29999999999995,105.66999999999996
375.1,352.43,188.29999999999995,105.67000000000002
374.96,353.13,188.3,105.68
374.82,353.83,188.3,105.68
374.68,354.53,188.3,105.68
374.54,355.23,188.3,105.68
374.67,355.29,188.29000000000002,105.68
374.79,355.35,188.29000000000002,105.67999999999995
374.91,355.42,188.29000000000002,105.66999999999996
375.03,355.48,188.30000000000007,105.66999999999996
375.15,355.54,188.30000000000007,105.68
375.28,355.6,188.29000000000008,105.67999999999995
375.4,355.66,188.29000000000008,105.67999999999995
375.52,355.72,188.30000000000007,105.67999999999995
375.64,355.78,188.30000000000007,105.68
375.77,355.84,188.28999999999996,105.68
375.89,355.9,188.28999999999996,105.68
376.01,355.97,188.28999999999996,105.66999999999996
376.13,356.03,188.29999999999995,105.67000000000002
376.25,356.09,188.29999999999995,105.68
376.38,356.15,188.28999999999996,105.68
376.5,356.21,188.28999999999996,105.68
376.62,356.27,188.29999999999995,105.68
376.74,356.33,188.29999999999995,105.68
376.87,356.39,188.28999999999996,105.68
376.99,356.46,188.28999999999996,105.67000000000002
377.11,356.52,188.29999999999995,105.67000000000002
377.23,356.58,188.29999999999995,105.67000000000002
377.35,356.64,188.29999999999995,105.68
377.48,356.7,188.28999999999996,105.68
377.6,356.76,188.28999999999996,105.68
377.72,356.82,188.29999999999995,105.68
377.84,356.88,188.3,105.68
377.97,356.94,188.28999999999996,105.68
378.09,357.01,188.29000000000002,105.67000000000002
378.21,357.07,188.3,105.67000000000002
378.33,357.13,188.3,105.67000000000002
378.46,357.19,188.29000000000002,105.68
378.58,357.25,188.29000000000002,105.68
378.7,357.31,188.29000000000002,105.68
378.82,357.37,188.3,105.68
378.94,357.43,188.3,105.68
379.07,357.49,188.29000000000002,105.68
379.19,357.56,188.29000000000002,105.67000000000002
379.31,357.62,188.3,105.67000000000002
379.43,357.68,188.3,105.67000000000002
379.56,357.74,188.29000000000002,105.68
379.68,357.8,188.29000000000002,105.68
379.8,357.86,188.29000000000002,105.68
379.92,357.92,188.3,105.68
380.04,357.98,188.3,105.68
380.17,358.04,188.29000000000002,105.68
380.29,358.11,188.29000000000002,105.66999999999996
380.41,358.17,188.3,105.66999999999996
380.53,358.23,188.30000000000007,105.66999999999996
380.66,358.29,188.29000000000002,105.68
380.78,358.35,188.29000000000008,105.67999999999995
380.9,358.41,188.30000000000007,105.67999999999995
381.02,358.47,188.30000000000007,105.67999999999995
381.14,358.53,188.30000000000007,105.68
381.27,358.59,188.28999999999996,105.68
381.39,358.66,188.28999999999996,105.66999999999996
381.51,358.72,188.29999999999995,105.66999999999996
381.63,358.78,188.29999999999995,105.67000000000002
381.76,358.84,188.28999999999996,105.68
381.88,358.9,188.28999999999996,105.68
382.0,358.96,188.29999999999995,105.68
382.12,359.02,188.29999999999995,105.68
382.25,359.08,188.28999999999996,105.68
382.37,359.14,188.28999999999996,105.68
382.49,359.21,188.28999999999996,105.67000000000002
382.61,359.27,188.29999999999995,105.67000000000002
382.73,359.33,188.29999999999995,105.68
382.86,359.39,188.28999999999996,105.68
382.98,359.45,188.28999999999996,105.68
383.1,359.51,188.29999999999995,105.68
383.22,359.57,188.29999999999995,105.68
383.35,359.63,188.28999999999996,105.68
383.47,359.69,188.28999999999996,105.68
383.59,359.76,188.29000000000002,105.67000000000002
383.71,359.82,188.3,105.67000000000002
383.83,359.88,188.3,105.68
383.96,359.94,188.29000000000002,105.68
384.08,360.0,188.29000000000002,105.68
384.2,360.06,188.3,105.68
384.32,360.12,188.3,105.68
384.45,360.18,188.29000000000002,105.68
384.57,360.25,188.29000000000002,105.67000000000002
384.69,360.31,188.3,105.67000000000002
384.81,360.37,188.3,105.67000000000002
384.93,360.43,188.3,105.68
385.06,360.49,188.29000000000002,105.68
385.18,360.55,188.29000000000002,105.68
385.3,360.61,188.3,105.68
385.42,360.67,188.3,105.68
385.55,360.73,188.29000000000002,105.68
385.67,360.8,188.29000000000002,105.67000000000002
385.79,360.86,188.3,105.66999999999996
385.91,360.92,188.3,105.66999999999996
386.04,360.98,188.29000000000002,105.68
386.16,361.04,188.29000000000002,105.68
386.28,361.1,188.29000000000008,105.67999999999995
386.4,361.16,188.30000000000007,105.67999999999995
386.52,361.22,188.30000000000007,105.67999999999995
386.65,361.28,188.29000000000008,105.68
386.77,361.35,188.28999999999996,105.66999999999996
386.89,361.41,188.30000000000007,105.66999999999996
387.01,361.47,188.29999999999995,105.66999999999996
387.14,361.53,188.28999999999996,105.68
387.26,361.59,188.28999999999996,105.68
387.82,361.31,187.93,105.43
388.38,361.03,187.57000000000005,105.19000000000005
388.95,360.75,187.2,104.94
389.51,360.46,186.84000000000003,104.71000000000004
390.07,360.18,186.47999999999996,104.46999999999997
390.64,359.9,186.11,104.22000000000003
391.2,359.62,185.75000000000006,103.98000000000002
391.76,359.34,185.38,103.73000000000002
392.32,359.06,185.02000000000004,103.49000000000001
392.89,358.78,184.64999999999998,103.24000000000001
393.45,358.49,184.29000000000002,103.00999999999999
394.01,358.21,183.93000000000006,102.77000000000004
394.58,357.93,183.56,102.51999999999998
395.14,357.65,183.20000000000005,102.28000000000003
395.7,357.37,182.83999999999997,102.02999999999997
396.26,357.09,182.48000000000002,101.79000000000002
396.83,356.81,182.09999999999997,101.54000000000002
397.39,356.52,181.74,101.31
397.95,356.24,181.38000000000005,101.06
398.52,355.96,181.01,100.82
399.08,355.68,180.65000000000003,100.57999999999998
399.64,355.4,180.28999999999996,100.33000000000004
400.2,355.12,179.93,100.08999999999997
400.77,354.83,179.56000000000006,99.85000000000002
401.33,354.55,179.2,99.61000000000001
401.89,354.27,178.83000000000004,99.36000000000001
402.46,353.99,178.45999999999998,99.12
403.02,353.71,178.10000000000002,98.88
403.58,353.43,177.74000000000007,98.63
404.15,353.15,177.37,98.39000000000004
404.71,352.86,177.01000000000005,98.14999999999998
405.27,352.58,176.64999999999998,97.91000000000003
405.83,352.3,176.29000000000002,97.65999999999997
406.4,352.02,175.92000000000007,97.42000000000002
406.96,351.74,175.55,97.18
407.52,351.46,175.19000000000005,96.93
