336	365	390	199
352	371	384	190
353	361	370	206
371	351	350	204
374	366	333	204
380	367	328	198
385	377	363	180
380	370	377	179
397	381	357	190
406	357	351	200
402	364	365	186
413	374	359	212
428	367	337	206
435	365	334	196
447	373	320	182
461	374	316	191
444	366	353	191
460	378	355	195
465	366	334	213
459	363	370	209
470	350	353	216
471	366	373	195
466	355	374	193
472	377	386	204
487	370	367	197
480	345	392	203
465	351	415	205
494	375	395	206
507	360	369	213
526	372	363	211
533	364	364	205
522	353	386	201
537	372	392	214
541	360	395	231
552	356	351	219
565	353	354	231
577	350	336	231
593	360	320	213
601	350	344	227
591	344	355	216
585	361	401	200
610	349	353	225
630	352	325	227
616	349	380	204
603	360	408	201
621	354	386	219
637	342	380	233
630	333	394	242
655	342	395	226
635	350	423	219
637	364	432	218
646	357	436	214
624	351	451	208
662	356	441	231
650	346	485	239
676	350	443	230
665	334	452	223
680	340	436	223
691	340	440	209
703	343	416	239
713	355	417	234
711	351	436	210
710	334	463	226
727	335	488	227
715	344	455	211
720	347	478	221
746	333	455	224
768	338	400	220
760	351	441	221
765	321	439	231
756	344	473	240
769	323	461	244
794	323	452	224
787	337	446	229
798	330	456	224
791	341	454	221
825	342	439	228
433	327	460	258
810	340	463	243
807	324	457	229
807	324	457	229
811	337	464	245
809	337	468	244
802	343	487	219
827	335	464	230
852	338	433	228
879	330	395	239
898	329	377	240
898	329	377	240
888	344	382	239
863	333	420	245
863	333	420	245
863	333	420	245
863	333	420	245
589	333	447	276
589	333	447	276
589	333	447	276
206	337	474	252
561	333	523	265
561	333	523	265
561	333	523	265
581	321	553	290
604	310	528	277
604	310	528	277
604	310	528	277
604	310	528	277
180	367	513	203
671	331	537	286
627	333	585	295
633	325	637	289
633	325	637	289
633	325	637	289
681	315	565	289
681	315	565	289
701	318	549	302
701	318	549	302
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
706	301	568	299
-15	375	568	193
670	368	506	222
320	372	489	175
267	388	500	158
259	389	526	143
261	388	501	163
287	397	516	164
300	372	500	162
281	396	517	157
324	383	485	163
281	399	512	152
312	391	509	145
274	383	558	155
257	389	567	148
278	390	556	140
272	387	570	139
281	390	576	165
284	379	562	161
323	384	524	153
307	394	541	160
323	384	533	152
355	385	492	160
346	387	521	176
354	394	522	169
363	362	525	164
373	383	509	157
358	392	531	169
2	389	508	185
366	392	513	146
377	394	520	156
374	381	526	162
380	394	522	173
394	371	512	171
388	378	509	165
92	372	488	190
91	380	467	178
410	389	503	172
414	383	502	176
443	367	461	170
430	382	473	175
419	370	510	170
443	372	481	176
95	371	504	176
92	380	483	184
72	369	491	182
89	374	505	178
111	374	473	180
451	382	503	170
75	380	495	194
148	375	448	179
467	382	428	164
160	387	427	192
181	379	373	186
476	380	343	155
514	383	310	167
513	380	319	176
224	369	362	200
213	370	372	192
229	396	348	173
512	379	341	177
524	387	335	182
540	368	299	168
537	371	314	167
552	386	289	172
541	384	302	169
562	378	285	168
274	381	283	183
559	382	280	178
276	379	319	188
276	366	313	188
565	371	320	173
577	381	295	166
572	369	307	172
307	374	289	178
291	372	329	193
290	375	330	185
298	365	315	210
297	361	339	191
301	370	352	181
318	381	338	187
312	362	344	207
315	372	342	181
320	379	351	185
314	362	368	190
330	373	351	198
333	358	339	208
339	376	351	182
349	374	341	186
353	365	341	201
352	371	339	186
353	368	348	184
365	369	329	192
365	375	337	199
371	355	323	192
367	368	323	197
382	356	327	198
378	373	342	195
383	371	338	200
393	359	339	200
399	380	317	193
400	378	326	201
411	368	315	199
411	367	325	204
429	372	313	204
415	375	347	202
424	358	336	189
417	371	353	179
417	364	363	184
415	376	362	202
449	368	336	219
452	357	324	178
436	362	357	185
429	364	370	199
452	355	353	215
458	352	347	197
455	364	364	184
470	377	350	190
477	354	340	198
485	370	329	186
465	358	370	199
489	368	343	186
473	369	375	198
468	363	388	200
491	358	380	212
488	358	370	197
487	351	378	197
492	368	386	216
486	365	395	214
500	357	393	219
525	366	346	203
547	357	342	204
526	357	368	196
535	370	367	208
547	357	360	205
