392	203	54	36
395	207	49	27
398	209	46	23
398	210	48	23
399	210	47	23
399	211	48	23
398	211	49	24
397	209	48	26
399	211	47	25
399	210	47	25
399	211	46	25
400	211	44	25
402	211	43	27
402	211	40	27
401	211	41	27
403	211	41	25
402	211	42	28
402	211	44	28
402	213	42	26
403	213	42	25
405	212	40	26
405	212	39	24
406	214	38	23
407	213	37	24
405	215	40	22
406	214	39	23
403	215	43	23
404	214	43	23
405	214	44	24
403	214	45	25
404	215	45	24
405	214	44	25
405	215	44	24
404	214	46	25
405	215	45	26
405	215	45	26
406	214	45	26
405	216	46	25
405	215	46	25
405	215	46	25
405	216	45	24
407	216	44	23
407	217	44	22
405	217	43	24
406	218	43	24
407	218	42	23
409	220	42	22
408	220	41	22
406	218	44	24
407	218	44	24
406	218	43	24
407	219	45	25
405	218	47	25
406	220	44	24
407	220	45	24
407	220	43	23
408	220	43	23
409	219	43	23
406	220	44	23
409	221	42	22
406	222	46	22
409	222	42	21
406	221	45	22
406	222	44	21
407	221	43	21
407	221	44	22
409	222	45	21
406	223	48	23
407	220	51	27
407	220	51	29
409	221	50	28
408	221	53	28
407	222	53	25
411	223	49	26
411	222	48	26
412	225	47	24
413	224	47	25
414	224	45	25
414	224	46	25
413	224	46	25
413	224	44	24
413	225	45	23
415	226	43	24
414	225	45	25
414	226	45	24
413	225	47	24
412	226	46	24
413	225	46	25
412	227	48	25
413	225	46	26
415	226	43	24
416	226	44	24
413	227	49	23
416	226	47	25
417	227	45	24
416	228	45	23
418	228	41	23
419	229	40	21
419	229	40	21
420	230	39	21
420	231	39	20
420	231	38	20
419	231	42	22
421	231	40	20
421	231	40	21
420	231	40	22
420	231	40	22
420	232	40	22
419	231	45	22
421	231	44	23
420	232	44	22
420	233	45	21
420	232	44	22
420	232	45	22
421	233	44	23
422	233	44	23
423	234	42	22
424	233	41	22
423	233	42	23
424	233	41	24
421	232	44	26
421	233	44	23
422	234	44	23
422	234	44	23
422	234	44	24
423	233	44	24
424	234	42	24
424	233	42	24
424	235	42	23
424	235	41	23
426	235	40	23
424	235	41	23
423	237	42	22
422	238	42	20
423	237	43	21
422	237	46	22
422	237	46	22
422	236	45	22
423	238	43	21
423	238	44	22
421	236	45	23
421	236	45	23
421	236	47	23
422	238	44	22
425	238	44	22
427	239	40	23
428	239	39	22
429	238	37	23
429	240	37	22
428	240	38	22
428	239	38	22
428	240	38	22
430	239	36	23
430	241	39	22
429	241	38	23
431	240	37	23
432	242	40	23
431	241	43	24
429	241	47	25
429	241	47	27
429	241	47	25
431	241	46	25
430	242	44	24
431	242	43	24
431	243	43	24
431	242	44	25
431	242	43	25
432	243	43	25
432	244	44	23
431	244	46	24
430	242	47	26
430	243	47	24
430	242	48	25
430	243	47	25
431	243	45	25
431	244	45	24
432	243	45	26
429	243	49	26
431	243	48	25
431	242	48	28
431	245	43	24
431	245	46	24
430	246	44	25
432	245	44	25
431	246	44	24
431	246	47	25
432	245	44	25
431	246	45	25
432	246	46	26
432	245	45	26
432	245	43	26
431	245	45	26
434	246	46	24
434	247	47	23
435	248	45	23
434	248	45	23
435	247	45	24
435	247	46	24
435	249	45	23
436	249	44	24
437	250	43	22
437	249	43	23
437	250	44	22
439	250	42	21
438	251	41	21
438	251	43	21
438	250	45	23
439	252	43	21
437	251	43	22
438	252	44	22
439	252	43	21
440	251	42	22
438	252	42	23
440	252	41	22
439	252	42	22
442	253	40	21
440	253	42	22
442	254	40	20
444	254	37	21
442	254	39	21
443	254	38	21
442	253	40	23
443	253	40	23
442	254	40	22
443	254	38	22
443	254	39	22
443	255	39	21
444	256	38	20
443	256	40	19
443	256	38	19
445	255	38	20
445	256	38	20
445	256	37	21
445	257	37	21
446	256	36	21
446	256	37	21
448	256	35	20
446	256	36	21
446	257	37	21
446	257	37	21
446	258	37	20
446	258	38	22
446	259	39	21
447	258	37	21
446	257	38	22
446	257	39	22
447	258	38	23
447	259	37	23
448	258	36	23
447	258	36	22
449	259	35	21
449	260	36	21
448	260	39	22
447	258	43	24
446	257	45	25
447	257	45	25
447	258	44	24
447	259	43	23
448	259	43	24
448	260	42	22
448	260	42	22
447	260	41	23
449	259	42	24
448	261	42	24
447	261	43	24
448	262	44	22
448	261	44	23
448	263	44	22
448	263	43	21
448	263	45	22
447	262	48	22
448	262	47	22
448	262	44	23
449	262	42	23
448	263	44	23
448	263	45	24
451	263	39	22
451	262	39	24
453	263	39	23
453	263	37	22
455	263	36	21
454	263	37	23
454	264	35	22
455	264	36	22
453	264	37	24
454	264	38	25
454	263	37	25
454	264	36	23
454	265	41	21
453	265	44	22
453	265	46	22
452	265	46	23
454	266	45	21
453	268	44	19
453	268	44	20
455	266	43	21
456	266	42	21
455	267	42	22
455	268	42	21
455	268	43	23
453	267	46	22
452	268	47	23
453	268	45	22
452	268	46	22
453	267	44	23
453	267	46	24
451	267	48	25
450	268	48	26
453	268	47	26
453	269	47	24
454	268	45	26
454	267	44	26
456	269	43	23
455	270	42	22
454	270	45	22
454	270	45	21
455	270	43	22
455	270	44	22
456	271	42	21
456	271	43	23
454	271	44	22
456	271	44	22
454	271	44	23
456	270	44	23
460	272	38	23
461	272	37	21
462	272	36	22
462	273	35	23
463	272	36	25
463	271	35	23
462	272	36	23
462	273	36	24
462	274	36	22
462	273	37	25
463	273	37	27
462	273	37	25
463	272	40	26
462	273	45	25
462	274	47	24
461	274	46	24
461	272	45	25
461	273	42	25
463	273	40	23
463	274	43	23
462	275	43	24
462	276	42	23
463	275	40	24
464	275	39	25
461	274	42	24
462	276	43	23
463	274	43	24
464	277	42	21
464	276	41	22
465	276	39	22
465	275	39	23
466	278	38	21
468	278	36	20
468	280	36	18
466	279	39	20
467	279	40	21
464	278	43	22
465	278	43	22
463	278	45	22
463	279	48	22
461	278	51	23
461	278	53	23
464	277	48	24
461	277	51	24
461	278	50	23
462	279	53	24
463	278	52	24
461	279	54	24
464	278	48	24
464	278	47	25
463	279	48	24
465	278	47	24
465	278	47	24
464	280	45	23
464	280	45	24
464	280	46	24
466	280	45	23
465	279	45	24
465	280	45	23
466	280	45	25
468	282	48	21
466	282	50	21
469	284	45	21
470	282	45	22
470	283	45	20
470	285	44	19
468	285	46	20
472	284	43	20
469	284	45	20
472	285	43	19
473	287	41	19
473	284	41	22
471	285	42	20
471	286	41	19
472	286	41	19
471	287	41	19
471	287	41	19
473	285	39	21
474	286	38	20
473	287	39	20
473	287	39	20
473	287	39	19
471	288	43	19
473	288	40	20
476	288	39	20
477	288	38	20
477	289	36	19
478	287	35	20
479	288	35	18
477	288	35	18
478	288	34	18
479	288	34	19
479	288	34	19
479	288	34	19
479	288	33	18
479	289	34	18
477	288	36	20
479	288	35	20
481	289	33	19
479	288	34	21
478	289	35	20
479	288	35	21
479	290	34	19
480	289	34	20
479	290	35	20
479	289	35	21
478	289	37	22
477	289	38	22
479	290	36	21
479	290	36	22
478	290	38	23
479	291	42	21
480	291	42	22
479	290	42	22
478	291	46	21
479	291	47	23
478	292	47	22
479	291	47	20
478	292	44	22
478	292	47	23
478	291	47	23
478	292	46	22
479	293	44	21
478	292	43	22
479	293	44	21
479	294	43	21
479	292	45	23
479	292	43	22
480	292	43	22
481	292	43	23
481	292	42	23
481	293	42	21
481	293	40	20
479	294	45	22
481	294	42	22
483	294	40	22
481	295	42	21
482	296	41	21
483	295	39	20
482	296	40	20
481	296	43	21
481	296	43	21
482	297	42	20
481	295	45	22
483	296	45	21
483	295	43	22
483	295	42	22
484	295	43	22
483	295	44	22
484	295	40	23
485	295	41	22
484	296	41	22
484	296	43	23
483	296	45	22
483	296	46	23
482	295	50	24
483	296	48	24
484	297	44	23
487	298	41	22
486	298	42	22
486	298	44	22
485	298	43	21
486	299	43	21
487	297	43	24
487	296	43	25
486	298	44	23
486	298	43	24
488	297	42	25
488	298	41	22
487	298	41	21
487	298	41	21
487	298	40	22
488	300	41	22
487	301	41	21
487	300	42	22
487	300	42	23
488	300	40	24
489	301	39	21
489	301	38	22
489	300	38	22
488	301	41	22
489	302	39	22
488	301	42	23
487	302	43	21
487	301	42	21
489	301	41	22
489	302	41	22
489	301	40	23
488	303	42	21
488	301	43	22
487	301	43	22
488	303	43	21
490	304	40	20
492	303	37	19
493	303	37	19
492	304	36	19
494	304	36	20
492	305	37	18
493	305	38	18
491	305	37	19
492	304	38	20
494	305	36	20
494	306	36	19
491	304	38	20
495	306	40	20
494	305	40	20
495	305	39	19
495	305	37	20
496	305	36	21
496	305	37	20
497	306	35	18
497	308	36	18
497	308	35	19
498	308	35	18
498	308	35	19
498	308	34	19
496	307	38	21
495	308	40	19
496	307	40	20
496	307	40	19
495	307	39	20
495	307	40	20
494	307	42	20
495	308	39	21
